ent_num,alt_num,alt_type,alt_name,alt_remarks,match_1_id,match_1_name,match_1_distance,match_1_similarity,match_2_id,match_2_name,match_2_distance,match_2_similarity,match_3_id,match_3_name,match_3_distance,match_3_similarity,match_4_id,match_4_name,match_4_distance,match_4_similarity,match_5_id,match_5_name,match_5_distance,match_5_similarity
17295,26955.0,aka,"DAUDOV, Magomed Hozhahmedovich",-0- ,17295,daudov magomed khozhakhmedovich,0.0654262900352478,0.9345737099647522,35636,karlov georgy aleksandrovich,0.287392795085907,0.712607204914093,41104,nosov sergey konstantinovich,0.2881457209587097,0.7118542790412903,35458,belousov vadim vladimirovich,0.2888944745063782,0.7111055254936218,34848,krasovskiy maksim borisovich,0.2922472357749939,0.7077527642250061
17509,27024.0,aka,ABD-AL-KARIM GROUP,-0- ,26545,shahid karimi group,0.17499715089797974,0.8250028491020203,31193,al-ghamari muhammad abd al-karim,0.22852009534835815,0.7714799046516418,7882,al-sad'un abd-al-baqi abd-al-karim abdallah,0.24664771556854248,0.7533522844314575,21931,khaymi abir 'abd-al-karim,0.2802913188934326,0.7197086811065674,24033,karima abdollah,0.3178407549858093,0.6821592450141907
11166,11501.0,aka,AL RAIE TV CHANNEL,-0- ,11166,al-ra'y satellite television channel,0.28963619470596313,0.7103638052940369,9609,al manar tv,0.3295658826828003,0.6704341173171997,10658,al-zawra television station,0.3495481610298157,0.6504518389701843,29402,al shibl luna,0.4020867347717285,0.5979132652282715,11911,al-aqsa tv,0.40882593393325806,0.5911740660667419
47068,72719.0,aka,NABIL AL-HAZA' COMPANY,-0- ,29862,al ali and al hamza llc,0.30279088020324707,0.6972091197967529,10369,azza air transport company ltd.,0.3397822976112366,0.6602177023887634,48294,mazaya alardh aldhabia llc,0.3437320590019226,0.6562679409980774,48304,al-ta'ir company,0.34987378120422363,0.6501262187957764,24903,al-qatirji company,0.35439449548721313,0.6456055045127869
30410,47788.0,aka,TALOON CO.,-0- ,30410,taloon company,0.09703773260116577,0.9029622673988342,30123,talib and sons pty ltd,0.3960866332054138,0.6039133667945862,18336,tala,0.4205402135848999,0.5794597864151001,45829,china taly aviation technologies corp.,0.44778984785079956,0.5522101521492004,50553,talieh sabz jehan group company,0.4681559205055237,0.5318440794944763
46585,71909.0,aka,PHOTONICS CLOUD,-0- ,47585,special systems photonics limited liability company,0.478590726852417,0.521409273147583,35081,photon pro llp,0.4803920388221741,0.5196079611778259,46674,joint stock company scientific and technical company azimut photonics,0.5200649499893188,0.47993505001068115,50013,limited liability company etm photonics,0.5682363510131836,0.4317636489868164,46779,research and technological institute of optical materials all russia scientific center si vavilov state optical institute,0.6123738884925842,0.38762611150741577
31929,50031.0,aka,MORSPAS,-0- ,40905,amias,0.4123990535736084,0.5876009464263916,43289,morozova darya vasilevna,0.43828725814819336,0.5617127418518066,34916,suniga morfin isel aneli,0.48183536529541016,0.5181646347045898,8231,slewa roodi,0.4882575273513794,0.5117424726486206,34942,pegas,0.5011343955993652,0.49886560440063477
18688,29268.0,aka,"SAYED, Toriq Agha",-0- ,18688,agha torek,0.42948275804519653,0.5705172419548035,28978,agha'i majid,0.45841509103775024,0.5415849089622498,47735,liemeta ag,0.4911518692970276,0.5088481307029724,12127,ishakzai gul agha,0.49152231216430664,0.5084776878356934,41139,pola agata,0.4991421103477478,0.5008578896522522
28574,44959.0,aka,MOBILE ZONE INTERNACIONAL IMPORT-EXPORT S.R.L.,-0- ,28574,mobile zone international import-export s.r.l.,0.050450682640075684,0.9495493173599243,28044,m. d. s. import export co. ltd.,0.3543611168861389,0.6456388831138611,12979,global technology import export s.a. gti,0.365455687046051,0.634544312953949,27024,sanming sino-euro import and export co. ltd,0.36950814723968506,0.6304918527603149,28048,try pheap import export co. ltd.,0.4000973701477051,0.5999026298522949
7638,5442.0,aka,AL-AQSA SPANM I STIFTELSE,-0- ,7639,stichting al-aqsa,0.24772298336029053,0.7522770166397095,7641,al-aqsa,0.2904427647590637,0.7095572352409363,7638,al-aqsa e.v.,0.296440064907074,0.703559935092926,7640,foreningen al-aqsa,0.3135889768600464,0.6864110231399536,8217,al-qubaysi munir,0.40948373079299927,0.5905162692070007
37001,58107.0,aka,"POPOVICH, Aleksey Valeryevich",-0- ,46774,potapov aleksandr valeryevich,0.17897731065750122,0.8210226893424988,35621,ivanov vladimir valeryevich,0.20061957836151123,0.7993804216384888,22544,utkin dmitriy valeryevich,0.21979129314422607,0.7802087068557739,41022,falkov valeriy nikolayevich,0.22306311130523682,0.7769368886947632,37451,gasilov andrei valeryevich,0.2282901406288147,0.7717098593711853
46776,72234.0,aka,GAZTRON CORP,-0- ,45589,gazpromneft science and technology centre limited liability company,0.35869789123535156,0.6413021087646484,49319,limited liability company gk triz robotics,0.4073660373687744,0.5926339626312256,30287,naz technology co. ltd.,0.42211586236953735,0.5778841376304626,9347,korea ryonbong general corporation,0.42309772968292236,0.5769022703170776,45590,gazpromneft catalytic system limited liability company,0.44459736347198486,0.5554026365280151
16864,25908.0,aka,KBP INSTRUMENT DESIGN BUREAU JOINT STOCK COMPANY,-0- ,47720,joint stock company special design bureau of instrument making and automation,0.2833682894706726,0.7166317105293274,45026,joint stock company experimental design bureau novator,0.33045250177383423,0.6695474982261658,47708,joint stock company special design bureau of transport mechanical engineering,0.3380590081214905,0.6619409918785095,46651,joint stock company aerospace systems design bureau,0.35788244009017944,0.6421175599098206,43233,a.e. nudelman precision engineering design bureau joint stock company,0.35797035694122314,0.6420296430587769
16448,24865.0,aka,"AL-HUMAIKANI, Abdul-Wahab Mohammed Abdul Rahman",-0- ,16448,al-humayqani 'abd al-wahhab muhammad 'abd al-rahman,0.16289275884628296,0.837107241153717,7871,al-ahmad mahmud dhiyab,0.2061803936958313,0.7938196063041687,12295,makki hafiz abdul rahman,0.2087511420249939,0.7912488579750061,16499,al-juhni 'abd al-rahman muhammad zafir al-dubaysi,0.22871065139770508,0.7712893486022949,12561,haqqani khalil al-rahman,0.23350870609283447,0.7664912939071655
41477,64548.0,aka,"OHRI, Roland",-0- ,40142,castro oscar rolando,0.5018930435180664,0.4981069564819336,48087,verduzco castro rolando,0.54634690284729,0.45365309715270996,49767,alvarado castillo gerardo,0.5550668835639954,0.44493311643600464,40838,rodriguez aguirre mary cruz,0.5847384929656982,0.41526150703430176,17006,romero rodriguez alexis,0.5869345664978027,0.41306543350219727
40254,62611.0,aka,"ALEKSEENKO, Andrej Anatolevich",-0- ,40254,alekseenko andrey anatolevich,0.09979712963104248,0.9002028703689575,35580,veremeenko sergey alekseyevich,0.2471866011619568,0.7528133988380432,35516,solovev sergey anatolevich,0.25913262367248535,0.7408673763275146,38239,ponomarenko alexander anatolevich,0.2720799446105957,0.7279200553894043,39208,samoilenko mykyta ivanovich,0.2861001491546631,0.7138998508453369
44099,68236.0,aka,FOND ENERGIA,-0- ,37063,enisey,0.4048963189125061,0.5951036810874939,7688,hadzihasanovic enver,0.557548999786377,0.44245100021362305,35902,energotsentr irkut,0.5687891244888306,0.43121087551116943,36075,alan enerji uretim sanayi ve ticaret anonim sirketi,0.5735793113708496,0.4264206886291504,37440,ettehadi esam,0.5801842212677002,0.4198157787322998
41054,64010.0,aka,ARGUS-KHOLDING AO,-0- ,20248,argus construction,0.3162761926651001,0.6837238073348999,44280,radiant ek ao,0.4791049361228943,0.5208950638771057,44319,ao npo kurganpribor,0.4963997006416321,0.5036002993583679,47560,ao kb navis,0.5526877641677856,0.44731223583221436,29885,npp pt okeanos ao,0.5685929656028748,0.43140703439712524
4642,12047.0,fka,IRAN OVERSEAS INVESTMENT BANK PLC,-0- ,11627,iran foreign investment company,0.1853659749031067,0.8146340250968933,41917,international investment bank,0.2328900694847107,0.7671099305152893,25679,persia international bank plc,0.23936820030212402,0.760631799697876,25618,post bank of iran,0.26372337341308594,0.7362766265869141,25639,export development bank of iran,0.27591627836227417,0.7240837216377258
7138,5058.0,aka,"TUFAIL, S.M.",-0- ,37091,turukhan,0.4066055417060852,0.5933944582939148,7138,tufail mohammed,0.4458061456680298,0.5541938543319702,30417,turira company,0.46340370178222656,0.5365962982177734,36467,ooo tuvaasbest,0.47452110052108765,0.5254788994789124,2690,tufayli subhi,0.49132734537124634,0.5086726546287537
22223,35012.0,aka,"AL-ARADAH, Khalid Ali",-0- ,22223,al-aradah khalid ali mabkhut,0.08401912450790405,0.915980875492096,48384,ali alhaitham al,0.17970675230026245,0.8202932476997375,21004,ali ali abkar al-hasan,0.18635058403015137,0.8136494159698486,35843,alhassan ibrahim ali,0.1907494068145752,0.8092505931854248,24763,al-hebo muhamad ali,0.19223344326019287,0.8077665567398071
11346,11907.0,aka,WAED,-0- ,31127,swe myint,0.5521190762519836,0.44788092374801636,15461,ep-mne,0.5691795349121094,0.4308204650878906,40482,swe hla,0.5757165551185608,0.4242834448814392,28017,yare,0.5830036401748657,0.4169963598251343,33400,ew-,0.597041130065918,0.40295886993408203
48849,76070.0,aka,48 TSNII SERGIEV POSAD,-0- ,44034,tambovskii porokhovoi zavod,0.38516247272491455,0.6148375272750854,49349,samarskii zavod kommunar,0.41105759143829346,0.5889424085617065,10856,hojati mohsen,0.4207695722579956,0.5792304277420044,30686,gencoglu serhat,0.43113332986831665,0.5688666701316833,25017,bonyad taavon basij,0.43339264392852783,0.5666073560714722
40787,63432.0,aka,"MALINOV, Nikolai",-0- ,40787,malinov nikolay simeonov,0.22805434465408325,0.7719456553459167,17318,zaldostanov aleksandr,0.23700612783432007,0.7629938721656799,38757,sarkisyan aleksandr pavlovich,0.2674638628959656,0.7325361371040344,47491,zagornov maksim aleksandrovich,0.2713499069213867,0.7286500930786133,37841,kiryanov victor nikolayevich,0.2877589464187622,0.7122410535812378
12487,13404.0,aka,"MORFIN RODRIGUEZ, Miguel",-0- ,12487,rodriguez olivera miguel,0.18071430921554565,0.8192856907844543,4108,rodriguez orejuela miguel angel,0.2017623782157898,0.7982376217842102,40145,rodriguez reyes allan estuardo,0.22453564405441284,0.7754643559455872,12485,rodriguez olivera esteban,0.22537225484848022,0.7746277451515198,12091,rodriguez fernandez andre,0.23926836252212524,0.7607316374778748
24183,55526.0,aka,"ROTENBERG, Igor Arkadievich",-0- ,24183,rotenberg igor arkadyevich,0.02312636375427246,0.9768736362457275,35313,rotenberg pavel arkadyevich,0.12068122625350952,0.8793187737464905,16669,rotenberg arkady romanovich,0.23225057125091553,0.7677494287490845,35242,komarov igor anatolyevich,0.24112451076507568,0.7588754892349243,37872,zaviyalov igor nikolaevich,0.24518781900405884,0.7548121809959412
31918,49996.0,aka,"LOSYAKIN, Aleksandr",-0- ,26192,potemkin aleksey aleksandrovich,0.28446561098098755,0.7155343890190125,17318,zaldostanov aleksandr,0.30270516872406006,0.6972948312759399,35747,mikheev aleksander aleksandrovich,0.3307192921638489,0.6692807078361511,29115,potepkin mikhail sergeyevich,0.3337724208831787,0.6662275791168213,17764,karaman aleksandr,0.34078240394592285,0.6592175960540771
33281,52309.0,aka,"AL-BANI, Sulaiman Abdulkhaliq RH",-0- ,11169,al-dari harith sulayman,0.21553224325180054,0.7844677567481995,33281,al-banai sulaiman,0.2238193154335022,0.7761806845664978,21203,al-safrani ali ahmidah,0.2478928565979004,0.7521071434020996,24761,al-dakhil abdul rehman,0.2535569667816162,0.7464430332183838,10477,al-talhi abdul rahim,0.25521939992904663,0.7447806000709534
